participant_id;A;B;reaction_time;reaction_timeTrans
"P01";"1";"1";150.191210063671;5.01854532755603
"P01";"1";"1";291.06628153344;5.67698076806247
"P01";"1";"1";192.443511793846;5.26498554113638
"P01";"1";"2";520.906933569019;6.25748928380546
"P01";"1";"2";262.79905107865;5.5751876431526
"P01";"1";"2";501.32010073782;6.21923756735094
"P01";"1";"3";76.0850443164765;4.34490928401616
"P01";"1";"3";753.496865917528;6.62605112434577
"P01";"1";"3";284.400396085955;5.65389309286923
"P01";"2";"1";312.484926972265;5.74775127908382
"P01";"2";"1";603.964726953217;6.40517015377451
"P01";"2";"1";361.492204733454;5.89300296987994
"P01";"2";"2";217.052513420049;5.38473592102835
"P01";"2";"2";229.772455021822;5.44143218185233
"P01";"2";"2";555.937033237205;6.3224521872843
"P01";"2";"3";475.382818434457;6.16622177141192
"P01";"2";"3";495.605814468284;6.20779658156026
"P01";"2";"3";220.864054655462;5.40206482788255
"P02";"1";"1";666.419861981629;6.50341932611063
"P02";"1";"1";251.050470453086;5.52962934703389
"P02";"1";"1";110.774587355351;4.71648423036956
"P02";"1";"2";257.360619674021;5.55435635965196
"P02";"1";"2";242.31123401041;5.49434142221472
"P02";"1";"2";678.413578465671;6.52123004149331
"P02";"1";"3";583.260416862351;6.37034680272062
"P02";"1";"3";1055.75945474166;6.96296238640632
"P02";"1";"3";459.392030297442;6.13207836631007
"P02";"2";"1";193.328361755147;5.26954931462005
"P02";"2";"1";533.408801489951;6.28116109194076
"P02";"2";"1";298.602549209134;5.70245676031559
"P02";"2";"2";500.256214928842;6.21711737740445
"P02";"2";"2";560.609754350072;6.33080722141773
"P02";"2";"2";150.617158148815;5.02135864720501
"P02";"2";"3";332.271020022652;5.80895603290654
"P02";"2";"3";559.894614004098;6.32953303405082
"P02";"2";"3";823.755233320939;6.71508665543071
"P03";"1";"1";718.222974811418;6.57817142760188
"P03";"1";"1";296.963575059391;5.69697124769022
"P03";"1";"1";126.40529119114;4.84737327438819
"P03";"1";"2";418.763634353907;6.03969177751209
"P03";"1";"2";655.28846237457;6.48660042152105
"P03";"1";"2";264.185620153948;5.58043003419435
"P03";"1";"3";1009.72429795013;6.91842247950613
"P03";"1";"3";174.916640863141;5.17001025137992
"P03";"1";"3";318.755648724704;5.76755710636922
"P03";"2";"1";371.141818001684;5.91927501281032
"P03";"2";"1";554.320973123218;6.31954627652986
"P03";"2";"1";207.165374509389;5.33833283355747
"P03";"2";"2";196.594197382975;5.28621541941182
"P03";"2";"2";556.150243323549;6.32283494022194
"P03";"2";"2";57.232278048389;4.06443980664295
"P03";"2";"3";633.969632244172;6.4535771745116
"P03";"2";"3";596.904046196129;6.39343028320989
"P03";"2";"3";351.046065762857;5.86376203568002
"P04";"1";"1";138.258703200697;4.93633337739792
"P04";"1";"1";339.531560682489;5.83050781052323
"P04";"1";"1";283.352792929241;5.6502156958577
"P04";"1";"2";346.98309593377;5.85215390369172
"P04";"1";"2";1036.51032373221;6.94457920264061
"P04";"1";"2";144.496752566534;4.98015376723212
"P04";"1";"3";431.853199392678;6.07039863909266
"P04";"1";"3";1174.85273137741;7.06974889219627
"P04";"1";"3";485.324517922318;6.18687613341689
"P04";"2";"1";214.829035467817;5.3744865918169
"P04";"2";"1";171.412351798881;5.14988900182833
"P04";"2";"1";558.567276197688;6.32716376395082
"P04";"2";"2";238.128710228889;5.47700194349531
"P04";"2";"2";91.4605628528552;4.52678220606973
"P04";"2";"2";403.533051229458;6.00273344200965
"P04";"2";"3";226.479407357428;5.42705971718388
"P04";"2";"3";533.703314004511;6.28171203981188
"P04";"2";"3";854.753795395943;6.75198271256954
"P05";"1";"1";76.8679834679956;4.35501487311894
"P05";"1";"1";469.442908195652;6.15367460882678
"P05";"1";"1";571.893255185859;6.35069940823624
"P05";"1";"2";85.2723394414278;4.45750903039124
"P05";"1";"2";172.972731633774;5.15889857218506
"P05";"1";"2";747.426760922815;6.61797335127376
"P05";"1";"3";380.697416047257;5.94462819013764
"P05";"1";"3";786.897537931391;6.66936805339766
"P05";"2";"1";561.675208250195;6.33270256691202
"P05";"2";"1";427.82219956815;6.06104237979745
"P05";"2";"1";335.880227009876;5.81972745771321
"P05";"2";"2";77.0358658946678;4.35716854016756
"P05";"2";"2";804.95024038554;6.69202200410649
"P05";"2";"2";243.237237872926;5.49814003929342
"P05";"2";"3";133.013604143566;4.8979413182572
"P05";"2";"3";372.995985499511;5.9242450633984
"P05";"2";"3";172.839948354006;5.15813503885889
"P06";"1";"1";444.480715170786;6.09915395791731
"P06";"1";"1";633.488897015869;6.45281978820838
"P06";"1";"1";280.639683263406;5.64062853503521
"P06";"1";"2";396.712582272349;5.98572958931024
"P06";"1";"2";476.606137687953;6.16878641310125
"P06";"1";"2";570.949546783077;6.34905078256482
"P06";"1";"3";560.597807329988;6.33078594837704
"P06";"1";"3";669.363819548909;6.50782057925823
"P06";"2";"1";186.807035238002;5.23541502740372
"P06";"2";"1";1026.99593591344;6.9353664926157
"P06";"2";"1";387.644608322793;5.9626653227453
"P06";"2";"2";581.919699334944;6.36804943987408
"P06";"2";"2";136.003447416004;4.92000608913199
"P06";"2";"2";388.246314960856;5.96421234364516
"P06";"2";"3";1044.41044966086;6.95216486207817
"P06";"2";"3";468.672126456011;6.15203484798063
"P06";"2";"3";287.798376660532;5.66572878602134
"P07";"1";"1";101.59237811525;4.63076364260149
"P07";"1";"1";668.120406817073;6.5059640242283
"P07";"1";"1";694.913467879924;6.54522532484635
"P07";"1";"2";82.030501707281;4.41920803073769
"P07";"1";"2";335.078086756902;5.81734353402447
"P07";"1";"2";172.34160836205;5.15526426231811
"P07";"1";"3";141.441222561754;4.95892944136737
"P07";"1";"3";700.666707196754;6.55345851521097
"P07";"1";"3";135.982849978508;4.9198557353535
"P07";"2";"1";1077.82346931707;6.98362634605032
"P07";"2";"1";395.048211709626;5.98153595058543
"P07";"2";"1";277.490289024975;5.62938318990833
"P07";"2";"2";327.307558663425;5.79395084788986
"P07";"2";"2";341.18969087504;5.83536523498162
"P07";"2";"2";273.836402817773;5.61617602179958
"P07";"2";"3";1009.44743736456;6.91814851902819
"P07";"2";"3";428.103596098853;6.06169837252366
"P07";"2";"3";346.316365272215;5.85023608006863
"P08";"1";"1";793.444536738985;6.67764317452677
"P08";"1";"1";889.630587030126;6.79192973659397
"P08";"1";"1";199.565774473251;5.30114224518492
"P08";"1";"2";83.6846496288467;4.43893435298844
"P08";"1";"2";153.481401980742;5.04007371356291
"P08";"1";"2";47.8997461566159;3.8897722053961
"P08";"1";"3";179.026272404078;5.19310279803984
"P08";"1";"3";617.297494429545;6.42696972420235
"P08";"1";"3";258.808973672767;5.55994664433578
"P08";"2";"1";238.458775670059;5.4783812753969
"P08";"2";"1";107.260762893681;4.68454278820971
"P08";"2";"1";194.477358173849;5.27544455775083
"P08";"2";"2";912.589012868067;6.81738081263423
"P08";"2";"2";530.591955105432;6.27587619336384
"P08";"2";"3";2589.29398906032;7.85952665754159
"P08";"2";"3";1284.60172346992;7.15898215501817
"P08";"2";"3";753.822503614848;6.6264826270601
"P09";"1";"1";696.511688602032;6.54751927140749
"P09";"1";"1";387.933891012001;5.96340938319142
"P09";"1";"1";295.374970180151;5.6916254437703
"P09";"1";"2";419.937800787959;6.04248508117122
"P09";"1";"2";125.042349234566;4.83661795551707
"P09";"1";"2";825.674004196111;6.71741042649521
"P09";"1";"3";469.121329235251;6.15299080869887
"P09";"1";"3";80.3429761655474;4.39867448900995
"P09";"1";"3";541.235269684849;6.29569998416483
"P09";"2";"1";209.76740409589;5.35075517518469
"P09";"2";"1";701.411546616761;6.55451948099098
"P09";"2";"1";1127.09985614997;7.02828995309555
"P09";"2";"2";375.579699170954;5.93112970922297
"P09";"2";"2";348.354002363747;5.85608574153437
"P09";"2";"2";258.459236357972;5.55859960494102
"P09";"2";"3";344.445665113535;5.8448353663354
"P09";"2";"3";1930.15911949185;7.5658756816705
"P09";"2";"3";700.858754519996;6.55373217939402
"P10";"1";"1";586.868388002358;6.37650309291701
"P10";"1";"1";637.249962427091;6.45872999725295
"P10";"1";"1";128.205504357955;4.86140419383075
"P10";"1";"2";543.932346165723;6.30066165148206
"P10";"1";"2";240.803119676025;5.48812383998342
"P10";"1";"2";877.400358567862;6.77810247896085
"P10";"1";"3";671.039508627921;6.510317131396
"P10";"1";"3";232.853669543832;5.45469557591892
"P10";"1";"3";279.61268132741;5.63697536025874
"P10";"2";"1";690.160614063268;6.53837223389766
"P10";"2";"1";743.101937413042;6.61217803809965
"P10";"2";"1";118.963242553622;4.78718538380578
"P10";"2";"2";186.891124979723;5.23586267262549
"P10";"2";"2";108.200315956184;4.69318395667827
"P10";"2";"2";324.259768187294;5.78462414980034
"P10";"2";"3";162.256796439919;5.09532439938746
"P10";"2";"3";230.446767251769;5.44434990000781
"P10";"2";"3";885.503275653667;6.78728482054823
"P11";"1";"1";156.474054737847;5.05926071287272
"P11";"1";"1";307.503046067295;5.73173171709668
"P11";"1";"1";276.670230665274;5.62643418894556
"P11";"1";"2";572.155050658023;6.35115627462727
"P11";"1";"2";205.545435337449;5.33052041404616
"P11";"1";"2";292.054269544497;5.68035781215429
"P11";"1";"3";288.03295039156;5.6665406968089
"P11";"1";"3";1100.43167581986;7.00436613601158
"P11";"1";"3";720.465292896545;6.58128427296339
"P11";"2";"1";128.216344704171;4.86148809034539
"P11";"2";"1";365.145607631847;5.90303108934567
"P11";"2";"1";146.511456001566;4.99390584057111
"P11";"2";"2";637.966536099356;6.45985208383463
"P11";"2";"2";159.190290447079;5.07636242385289
"P11";"2";"2";274.525687333443;5.61868086320635
"P11";"2";"3";277.324591375395;5.62878802745738
"P11";"2";"3";469.80536294592;6.15444476645531
"P11";"2";"3";1195.45166935502;7.08711551318117
"P12";"1";"1";370.204761030539;5.91675382688189
"P12";"1";"1";474.129914603326;6.16358827106718
"P12";"1";"1";215.413600146143;5.37719139225326
"P12";"1";"2";103.519517755319;4.64937382674317
"P12";"1";"2";1108.95569139323;7.01207537584589
"P12";"1";"2";274.378963833872;5.61814819933165
"P12";"1";"3";193.33289020366;5.26957261742417
"P12";"1";"3";315.132106571235;5.75616018499442
"P12";"1";"3";425.887422673976;6.05652033133406
"P12";"2";"1";510.60275195383;6.23754844880248
"P12";"2";"1";149.850087693529;5.01628654693423
"P12";"2";"1";482.356719686407;6.18075493113405
"P12";"2";"2";555.628450634364;6.32189796283103
"P12";"2";"2";294.586287781613;5.68896080024984
"P12";"2";"2";162.795290748765;5.09861742099814
"P12";"2";"3";380.680467422041;5.94458378585089
"P12";"2";"3";657.737364839818;6.49032491916281
"P12";"2";"3";757.594045954671;6.63146678049564
"P13";"1";"1";216.37797716753;5.3816376685785
"P13";"1";"1";578.220385931323;6.36168303715675
"P13";"1";"1";135.113528155595;4.91348930336278
"P13";"1";"2";885.232013723837;6.78697878282949
"P13";"1";"2";349.6090983026;5.85967192281386
"P13";"1";"3";334.588822914194;5.81588666925355
"P13";"1";"3";504.016097690274;6.22459030538172
"P13";"1";"3";194.99715905283;5.27810016449705
"P13";"2";"1";638.386293806378;6.46050880037218
"P13";"2";"1";204.119828619214;5.3235943382172
"P13";"2";"1";611.030794692293;6.41678259937107
"P13";"2";"2";199.654998670276;5.30158700878874
"P13";"2";"2";83.8243526215904;4.44058267871179
"P13";"2";"2";637.048417723436;6.45841417031395
"P13";"2";"3";748.433217014743;6.61931721019011
"P13";"2";"3";257.726331257704;5.55577086699545
"P13";"2";"3";160.995872221701;5.0875708547948
"P14";"1";"1";141.074780537188;4.95635354248509
"P14";"1";"1";286.177102169718;5.66009910617432
"P14";"1";"1";377.741348392011;5.93685351403334
"P14";"1";"2";186.290668907694;5.23266178924318
"P14";"1";"2";226.766259231676;5.42831992429078
"P14";"1";"2";114.206067077384;4.7467224124773
"P14";"1";"3";1124.38033757462;7.02587633534719
"P14";"1";"3";265.729048978035;5.58623334530924
"P14";"1";"3";938.603145567395;6.84545760055203
"P14";"2";"1";628.882443155939;6.4455332038088
"P14";"2";"1";515.123422606488;6.24634592797778
"P14";"2";"1";255.21642367683;5.54602249231366
"P14";"2";"2";75.2435020924727;4.33393219339685
"P14";"2";"2";368.304516867227;5.9116215526725
"P14";"2";"2";183.392829158082;5.2170684229373
"P14";"2";"3";532.799018018803;6.28001939736364
"P14";"2";"3";910.390504554927;6.81497146024899
"P14";"2";"3";226.506215082773;5.427177557063
"P15";"1";"1";325.021991172909;5.78696483667716
"P15";"1";"1";512.962094749696;6.24214951711266
"P15";"1";"1";242.559237153295;5.49536018666655
"P15";"1";"2";282.929050554713;5.64872438496005
"P15";"1";"2";196.160359415947;5.28401740480137
"P15";"1";"2";121.196755425916;4.80563249504225
"P15";"1";"3";435.868490457583;6.07963221263691
"P15";"1";"3";1674.00043376537;7.42356870322353
"P15";"2";"1";232.702925352211;5.45405075901979
"P15";"2";"1";302.591307186056;5.71568241265456
"P15";"2";"1";340.658679183279;5.83381222463097
"P15";"2";"2";405.031194619119;6.00642999068739
"P15";"2";"2";862.245021321315;6.76069856888749
"P15";"2";"2";699.295143476265;6.55150187971848
"P15";"2";"3";218.53919308976;5.39153077279355
"P15";"2";"3";824.375438335719;6.71583835958922
"P15";"2";"3";254.486759033125;5.54317058455575
"P16";"1";"1";411.363237038415;6.02190460422748
"P16";"1";"1";702.690976649861;6.55633930616734
"P16";"1";"1";267.651031583726;5.59341325704732
"P16";"1";"2";219.324783041717;5.39510274426592
"P16";"1";"2";350.768335108132;5.86297282003227
"P16";"1";"3";447.281526865819;6.10542144323187
"P16";"1";"3";95.0362943741528;4.56472618641617
"P16";"1";"3";408.660670009895;6.01532918289794
"P16";"2";"1";135.96367380966;4.91971573599439
"P16";"2";"1";664.892377701191;6.50112806243925
"P16";"2";"1";698.066417454678;6.54974575553775
"P16";"2";"2";700.989576242399;6.55391855525802
"P16";"2";"2";1070.56813346321;6.97687839988526
"P16";"2";"2";909.256614140866;6.81372655331958
"P16";"2";"3";711.64027656856;6.56897677215907
"P16";"2";"3";593.88954536289;6.38837575026719
"P16";"2";"3";525.469789128697;6.26619394935543
"P17";"1";"1";108.026891901079;4.69159456648888
"P17";"1";"1";197.041704106404;5.28847763531585
"P17";"1";"1";73.8822339398114;4.31591666532223
"P17";"1";"2";282.418180019798;5.64692347488079
"P17";"1";"2";373.320607634375;5.92511266985856
"P17";"1";"2";39.5910167612511;3.70354678008748
"P17";"1";"3";530.574970065695;6.27584424158029
"P17";"1";"3";898.825736707553;6.8022011186959
"P17";"1";"3";680.555027503153;6.52437699256239
"P17";"2";"1";158.414179662397;5.07150571887649
"P17";"2";"1";71.4157474779707;4.28242378234234
"P17";"2";"1";112.564707199845;4.73237278195954
"P17";"2";"2";1400.54534622045;7.24533072557228
"P17";"2";"2";216.87466135828;5.38391994954537
"P17";"2";"2";1902.13392346313;7.55125723973489
"P17";"2";"3";124.588619233842;4.83301163873313
"P17";"2";"3";677.849272570494;6.52039911848424
"P17";"2";"3";829.496861933272;6.72202415051914
"P18";"1";"1";187.418114735701;5.23866350792192
"P18";"1";"1";334.147106208481;5.81456955844916
"P18";"1";"1";83.6948933263239;4.43905530853373
"P18";"1";"2";175.939867207969;5.17580994156309
"P18";"1";"2";1004.29168676172;6.91303301396678
"P18";"1";"2";486.620358542707;6.18953714928412
"P18";"1";"3";979.15954512784;6.88771535956481
"P18";"1";"3";262.397283212775;5.57366347495369
"P18";"1";"3";907.09126058324;6.81134488080104
"P18";"2";"1";449.563067651198;6.11049806203627
"P18";"2";"1";105.080773994076;4.66420082273518
"P18";"2";"1";518.078634705589;6.25205538364593
"P18";"2";"2";204.60980335921;5.32598021415249
"P18";"2";"2";107.984161825514;4.69120256731836
"P18";"2";"2";1404.69689782491;7.24828847148098
"P18";"2";"3";222.316024299804;5.40858791757817
"P18";"2";"3";774.286846224271;6.65323308503465
"P18";"2";"3";964.766655694132;6.87292224778041
"P19";"1";"1";1036.86851390539;6.94492438316403
"P19";"1";"1";292.428458072754;5.68163385511826
"P19";"1";"1";612.126875834083;6.4185718897793
"P19";"1";"2";427.448592639875;6.06017076033876
"P19";"1";"2";578.224611349744;6.36169033213999
"P19";"1";"2";331.855957390698;5.80770983601092
"P19";"1";"3";316.879305013882;5.76167176675363
"P19";"1";"3";350.120842510317;5.86113044487105
"P19";"1";"3";380.172096240177;5.94325096931114
"P19";"2";"1";110.166881974249;4.71103251348553
"P19";"2";"1";271.083804886778;5.60611012504242
"P19";"2";"1";525.071503297032;6.26543714132606
"P19";"2";"2";309.010945141351;5.7366076037635
"P19";"2";"2";180.572819912078;5.20165678487783
"P19";"2";"2";354.092978523378;5.87237966651609
"P19";"2";"3";876.840307684752;6.77746469518457
"P19";"2";"3";1194.69411671456;7.08648214654424
"P19";"2";"3";1115.92748536691;7.01833687786331
"P20";"1";"1";97.8903399983502;4.59401155942292
"P20";"1";"1";82.6477590998925;4.42661463807092
"P20";"1";"1";34.5406009625964;3.57067573205446
"P20";"1";"2";794.136363132832;6.67851362589869
"P20";"1";"2";131.467880031951;4.88634020118585
"P20";"1";"2";403.618635999188;6.00294498397737
"P20";"1";"3";91.0708882546024;4.52255880485398
"P20";"1";"3";541.528650821731;6.2962408965947
"P20";"1";"3";645.453325249283;6.47150099954886
"P20";"2";"1";64.0969390858478;4.17587752945854
"P20";"2";"1";667.050883489409;6.50436434352398
"P20";"2";"1";113.282845597232;4.73867647727336
"P20";"2";"2";549.593880245577;6.31099747794564
"P20";"2";"2";1889.12156890494;7.54439642815703
"P20";"2";"2";114.828658691286;4.7521120189004
"P20";"2";"3";783.732259056021;6.66534258833816
"P20";"2";"3";237.745837101397;5.47539954298431
"P20";"2";"3";1635.91477799404;7.40056851614672
"P21";"1";"1";106.829373487824;4.68055010269277
"P21";"1";"1";271.733016333112;5.6084933545182
"P21";"1";"1";276.119146678665;5.62444754612086
"P21";"1";"2";410.968027705475;6.02094574368167
"P21";"1";"2";370.438860399539;5.91738427564627
"P21";"1";"2";1181.14570801413;7.0750864628002
"P21";"1";"3";659.739092287161;6.49335904526968
"P21";"1";"3";354.660765871805;5.87397737169509
"P21";"1";"3";560.977770405127;6.33146229467212
"P21";"2";"1";432.151978831734;6.0710886567933
"P21";"2";"1";678.312376377785;6.52108107534203
"P21";"2";"1";629.609316787173;6.44668652148195
"P21";"2";"2";685.283376837469;6.53129062819835
"P21";"2";"2";1128.76634362304;7.02976611477054
"P21";"2";"2";417.55107302028;6.0367989207637
"P21";"2";"3";684.894488695081;6.5307238093295
"P21";"2";"3";558.818790743;6.32761314340439
"P21";"2";"3";1390.03713449894;7.23780488782802
"P22";"1";"1";114.979495230012;4.75341341022303
"P22";"1";"1";111.024982663962;4.71872190592068
"P22";"1";"1";362.346592741975;5.89535717967445
"P22";"1";"2";337.710097005178;5.82514457043689
"P22";"1";"2";78.7357056343134;4.37871748590447
"P22";"1";"2";970.413815722477;6.87875255229607
"P22";"1";"3";1354.67754614574;7.21205664239433
"P22";"1";"3";282.651064974459;5.64774483830266
"P22";"1";"3";251.317515094635;5.53068827493635
"P22";"2";"1";281.067444321585;5.64214620660384
"P22";"2";"1";100.507821343431;4.62013585308381
"P22";"2";"1";187.96984378639;5.24158744564335
"P22";"2";"2";173.796205318369;5.16362075428081
"P22";"2";"2";428.999849210826;6.06378485801505
"P22";"2";"2";1056.8021429048;6.96394858444265
"P22";"2";"3";544.140496163217;6.30104355256599
"P22";"2";"3";1818.0125366128;7.50604907053
"P22";"2";"3";583.775760016395;6.37122845753613
"P23";"1";"1";190.58967889748;5.25535599611861
"P23";"1";"1";839.109959188571;6.73353278706612
"P23";"1";"1";240.535056420004;5.4870146237172
"P23";"1";"2";253.987085622173;5.54121289925701
"P23";"1";"2";244.730425862077;5.5042351052429
"P23";"1";"2";121.428222000596;4.8075249154009
"P23";"1";"3";1040.42254588492;6.94834289008627
"P23";"1";"3";711.529736188137;6.56882164627282
"P23";"1";"3";483.017099859732;6.18212023638123
"P23";"2";"1";509.149418500814;6.23470366026143
"P23";"2";"1";644.649513479244;6.47025680775601
"P23";"2";"1";191.284908224835;5.25897816914492
"P23";"2";"2";69.7853241501274;4.25965169319781
"P23";"2";"2";128.80031325714;4.86599721765028
"P23";"2";"2";367.825565039132;5.91032380880038
"P23";"2";"3";472.820658993496;6.16082889354637
"P23";"2";"3";676.696164416155;6.51869905241844
"P23";"2";"3";657.07374110552;6.48931699359553
"P24";"1";"1";89.1591044447302;4.50157593672667
"P24";"1";"1";225.877306551203;5.42440937158431
"P24";"1";"1";403.643631721267;6.00300675807233
"P24";"1";"2";121.365331649951;4.80701109180473
"P24";"1";"2";367.59379386005;5.90969520803497
"P24";"1";"2";259.276382524702;5.56174407613118
"P24";"1";"3";1181.65093705379;7.07551375454929
"P24";"1";"3";1066.21992395114;6.9728123443566
"P24";"1";"3";713.808240275714;6.5720143113046
"P24";"2";"1";372.587308854207;5.92315173590138
"P24";"2";"1";50.9057530693812;3.94942963314956
"P24";"2";"1";395.658216757367;5.98307499491822
"P24";"2";"2";407.005444388974;6.01128051840575
"P24";"2";"2";102.464478038871;4.6392283464424
"P24";"2";"2";208.017912662152;5.34241995480969
"P24";"2";"3";385.148838731714;5.95622288771233
"P24";"2";"3";899.359954081592;6.80279463234558
"P24";"2";"3";769.406398095287;6.64691816534986
"P25";"1";"1";252.565672130221;5.53562285113824
"P25";"1";"1";405.129709278171;6.00667258955927
"P25";"1";"1";208.27115013994;5.34363078019934
"P25";"1";"2";890.569401673136;6.79298328247636
"P25";"1";"2";388.544336189726;5.96497768730453
"P25";"1";"2";222.180949293285;5.40798287423576
"P25";"1";"3";1324.07561416868;7.18922480408916
"P25";"1";"3";194.792291067383;5.27705435785751
"P25";"2";"1";96.6206419507459;4.58108896645404
"P25";"2";"1";192.013329488076;5.26275925122509
"P25";"2";"1";639.575138017155;6.46236642595853
"P25";"2";"2";792.271797643972;6.67616590899402
"P25";"2";"2";464.6330658351;6.14339791158266
"P25";"2";"2";338.278779757903;5.82682212859627
"P25";"2";"3";857.527871151255;6.75521914475086
"P25";"2";"3";584.451114151708;6.37238268536186
"P25";"2";"3";498.735217973052;6.21407839409973
"P26";"1";"1";30.7450773896734;3.45773767047338
"P26";"1";"1";209.777913064996;5.35080503444622
"P26";"1";"1";98.7019185458378;4.60218491997059
"P26";"1";"2";109.237549278157;4.70263757623229
"P26";"1";"2";262.768659022551;5.57507242739716
"P26";"1";"3";256.336662104915;5.55038519691386
"P26";"1";"3";352.512935059579;5.86792007606627
"P26";"2";"1";67.9593548382586;4.23351727071798
"P26";"2";"1";947.893160291175;6.85529621091408
"P26";"2";"1";183.425462756554;5.21724538595282
"P26";"2";"2";830.396451157191;6.7231067582951
"P26";"2";"2";623.885261227721;6.43756805084751
"P26";"2";"2";272.074018184619;5.60974288731756
"P26";"2";"3";260.195688106116;5.56526988924962
"P26";"2";"3";443.09949492706;6.09604862500189
"P26";"2";"3";331.425291451243;5.80641514748524
"P27";"1";"1";211.595355542367;5.35939061967847
"P27";"1";"1";334.773599878278;5.81643712296522
"P27";"1";"1";403.585337919469;6.00286268561797
"P27";"1";"2";280.950142216795;5.64173025465737
"P27";"1";"2";304.49507818894;5.72193366780737
"P27";"1";"2";209.677099833328;5.35032662877774
"P27";"1";"3";278.638510545821;5.63349773530225
"P27";"1";"3";551.813321437513;6.31502037027728
"P27";"1";"3";431.884794589255;6.07047162929711
"P27";"2";"1";105.27241364131;4.66600573747551
"P27";"2";"1";102.992952253306;4.64432313004997
"P27";"2";"1";588.286761164459;6.3789129262334
"P27";"2";"2";357.801186950847;5.8827684382919
"P27";"2";"2";244.883478257688;5.50485775809821
"P27";"2";"2";255.929867974129;5.54880316039452
"P27";"2";"3";131.727501551992;4.88829816592438
"P27";"2";"3";186.35224917257;5.23299053035883
"P27";"2";"3";123.786924436671;4.82660767830428
"P28";"1";"1";51.7151112977265;3.96490215633706
"P28";"1";"1";112.112726532164;4.72838490139081
"P28";"1";"1";176.516967561946;5.17906619624514
"P28";"1";"2";145.175024985771;4.98480470499226
"P28";"1";"2";328.841701547564;5.79861284709127
"P28";"1";"2";467.650177849312;6.14985660068525
"P28";"1";"3";175.886544074037;5.17550853311739
"P28";"1";"3";406.617641973757;6.01032958297755
"P28";"1";"3";72.3531150914489;4.29528497255496
"P28";"2";"1";203.111909598183;5.31866841989284
"P28";"2";"1";523.960718138729;6.26332343719938
"P28";"2";"1";578.23371185824;6.36170604355285
"P28";"2";"2";360.952630221682;5.8915133475222
"P28";"2";"2";239.689515611566;5.48350778593244
"P28";"2";"2";838.44676571107;6.73274306260831
"P28";"2";"3";388.852610371276;5.9657687455682
"P28";"2";"3";1221.58713700733;7.1087244965245
"P29";"1";"1";613.164459084601;6.42026274095408
"P29";"1";"1";78.1745508332511;4.37165491932053
"P29";"1";"1";205.231887068983;5.32900120108677
"P29";"1";"2";633.468208481104;6.45278718106244
"P29";"1";"2";780.033872120184;6.66061851909152
"P29";"1";"2";421.99239620788;6.04735420301681
"P29";"1";"3";586.7036728153;6.37622286307211
"P29";"1";"3";1140.04024763403;7.03969562323999
"P29";"1";"3";120.621035289004;4.80090994214549
"P29";"2";"1";558.809710307779;6.32759692296124
"P29";"2";"1";481.848259379433;6.17970244151761
"P29";"2";"1";496.410717097358;6.20941607737233
"P29";"2";"2";215.199757649812;5.37620278425079
"P29";"2";"2";212.548452062252;5.36386374866487
"P29";"2";"2";369.467169724002;5.91476483007854
"P29";"2";"3";544.349542192726;6.30142695090016
"P29";"2";"3";157.437664796485;5.06536123392057
"P29";"2";"3";911.834605300519;6.81655470898232
"P30";"1";"1";865.295083897212;6.76422559405281
"P30";"1";"1";82.8047606462508;4.42848981549556
"P30";"1";"1";86.5260116662019;4.47193602537092
"P30";"1";"2";117.300463231043;4.77322768670823
"P30";"1";"2";563.574216292967;6.33607184756614
"P30";"1";"2";1276.897487309;7.15297141834698
"P30";"1";"3";182.857362478996;5.21416025306455
"P30";"1";"3";629.251550909812;6.44611902685011
"P30";"1";"3";634.616909500368;6.45459603830548
"P30";"2";"1";69.8622083110981;4.26073726337592
"P30";"2";"1";290.771943769118;5.67597248262825
"P30";"2";"1";114.047132471091;4.74534189197338
"P30";"2";"2";85.4163396366693;4.45917677409496
"P30";"2";"2";548.215461896898;6.30849082698786
"P30";"2";"3";522.888228394013;6.2612783569768
"P30";"2";"3";191.780139712915;5.26155036708279
"P30";"2";"3";356.907582261652;5.88027480296711
